read_id	clean_mapped	perturbed_mapped	mapping_transition	clean_chrom	perturbed_chrom	chromosome_changed	clean_start	perturbed_start	coordinate_shift_bp	large_coordinate_shift_ge100	large_coordinate_shift_ge1000	clean_strand	perturbed_strand	strand_changed	clean_mapq	perturbed_mapq	mapq_change	mapq_drop_ge5	mapq_drop_ge10	clean_nm	perturbed_nm	nm_change	clean_cigar	perturbed_cigar	cigar_changed	clean_soft_clip	perturbed_soft_clip	soft_clip_change	clean_hard_clip	perturbed_hard_clip	hard_clip_change	clean_insertion_bases	perturbed_insertion_bases	insertion_change	clean_deletion_bases	perturbed_deletion_bases	deletion_change	clean_aligned_query_length	perturbed_aligned_query_length	aligned_query_length_change	clean_reference_span	perturbed_reference_span	reference_span_change	clean_secondary_count	perturbed_secondary_count	secondary_count_change	clean_supplementary_count	perturbed_supplementary_count	supplementary_count_change
0202d0c0-9e10-4fb4-9908-d41d3583c054	1	1	mapped_to_mapped	chr4	chr4	0	85099336	85099333	3	0	0	-	-	0	60	60	0	0	0	7	29	22	3S484M1S	5M1I209M2D13M1D19M1I79M1D16M1D107M4D30M27S	1	4	27	23	0	0	0	0	2	2	0	9	9	484	480	-4	484	487	3	0	0	0	0	0	0
029ac4f8-d2fe-4760-833c-8b952b71c658	1	1	mapped_to_mapped	chr2	chr2	0	4752886	4752892	6	0	0	+	+	0	60	60	0	0	0	6	27	21	38S5M1D132M1D112M1D70M	38S17M1D61M2D21M1D4M1I19M3D3M1D7M2D15M1D4M1D41M1D5M1I20M1D14M	1	38	38	0	0	0	0	0	2	2	3	14	11	319	233	-86	322	245	-77	0	0	0	0	0	0
02ac7244-7cba-4d0c-800e-ddeac889047e	1	1	mapped_to_mapped	chr6	chr6	0	30134272	30134272	0	0	0	+	+	0	60	60	0	0	0	4	47	43	367M1I577M1I1064M1S	372M3I161M2D409M1I38M1I118M1D32M1I2M1I19M1I22M1D74M2D3M2D13M2I233M1D46M1I1M1I230M3I137M1I2M1I9M2D3M1D71M2S	1	1	2	1	0	0	0	2	17	15	0	12	12	2010	2012	2	2008	2007	-1	0	0	0	0	0	0
02d9a072-aa01-41d8-9931-4f5972bdf075	1	1	mapped_to_mapped	chr6	chr6	0	148887504	148887506	2	0	0	+	+	0	60	60	0	0	0	29	161	132	765M1D141M1D139M3I1236M1D531M1D1349M3I188M3I5M1I150M2I37M12S	33S70M1D50M1D61M2D8M1I3M1D30M3D22M1I6M2I1M1D28M1D111M1D11M1D39M1D75M1D74M1I14M1D49M1D9M2D149M1I9M1I22M1D48M1I232M1I113M1I156M2D11M3D115M1D15M1D32M1I5M1D54M1I130M1D7M2I47M1D25M2I1M1I34M1D206M1D27M3I13M1D26M9I18M1D62M2D30M2D241M1D10M1I240M7D29M1D7M1D2M1I138M2D42M2I25M1D23M1D5M1I2M1D245M1D97M3D119M1D14M1I7M1D4M1I39M1I112M1I20M1D7M1I40M1D26M1I232M2D149M1I83M1I85M1I138M1I37M24S	1	12	57	45	0	0	0	12	44	32	4	62	58	4553	4510	-43	4545	4528	-17	0	0	0	0	0	0
03404653-6e35-47ab-b9e4-b98f15b9e6e8	1	1	mapped_to_mapped	chr7	chr7	0	28779977	28779977	0	0	0	-	-	0	60	60	0	0	0	27	122	95	250M2I575M1D609M1D6M1I4M1D418M1I290M1D466M2D111M1I401M1I571M1D101M1I117M35S	148M1I15M1D86M1I152M2D329M1I226M3D70M1D182M3D5M1I2M1I194M2D2M1I12M1D10M1D267M5D3M1I3M1D429M1D48M5D1M1D43M1D18M1D263M2D12M1D19M2D35M1D13M2D36M2D73M1D2M3D4M1D89M2D6M2D24M7D84M2D38M1D137M7I385M1D11M1D171M1D32M1D68M1I5M2D106M42S	1	35	42	7	0	0	0	7	15	8	7	64	57	3926	3873	-53	3926	3922	-4	0	0	0	0	0	0
03ca6578-9f5b-4f53-8577-51ae5ec47898	1	1	mapped_to_mapped	chr10	chr10	0	125291754	125291754	0	0	0	-	-	0	60	60	0	0	0	225	1109	884	11S944M1D1M1D1306M1I25M1D335M1I177M1I567M1I177M3I48M3I412M2D1055M1I2M1I33M1I6M2I443M1D109M3D2M1D187M1D396M2D438M1I4M1D159M2D608M1D551M1D794M2D662M1D213M1D395M1I95M2D36M1D312M1D177M2D3M1I1M2D329M1D4M1D97M2D70M2I296M1D22M1D541M1I217M1I384M1I5M1D32M1I2M1D4M1I1143M1D921M3I286M2I233M1I328M1I1548M1D15M2I306M1D133M1D289M1D152M1I2M1D188M1I1125M1D114M1I126M4I73M1I323M1D8M5D49M2I172M2D34M4D66M1I362M1I1929M2I3M1D35M3D7M2I49M2I12M1D3M2I1M1I104M1D744M1D4M1D814M1I668M1D507M1I76M2D4M1D641M1D1M1D165M1D1143M2I10M1I2M1I1122M1I497M1I1178M1I72M1D7M2I27M1I3M1D6M1D3M1D31M2I526M1I5M1D428M1S	11S24M2D46M1D4M1I109M1D232M1D2M1D99M1I12M1D4M2D1M1I54M1I42M1D24M1I31M2D2M1D11M2D63M1I2M1I3M1I12M1D55M1D4M1D90M1D1M1D41M1D6M1I43M1D68M1I29M1D228M1D147M2I74M1D118M2I256M1I9M1I120M1D87M1I100M1D74M2D89M2I24M1I6M1I35M2D23M1D3M1I20M1I30M1D28M1I17M1I156M1I144M1D53M2D15M2I87M2D5M1D5M1I98M1D35M1D19M1D31M1I23M1I220M2I157M1D3M2I6M2D171M2I48M1D7M2D56M1D193M2I133M1I199M1I91M1I9M1D22M1D250M2D4M1D44M2I4M1D101M1I11M1I36M1I33M1D32M2I49M3I11M1D3M1D97M1D141M2D3M1D47M1I4M1D15M1D59M1D2M1D46M3D2M1D187M2D43M1I125M6I96M1D81M1I1M2I29M1D16M1I1M2D47M2I52M2D70M3D1M1D24M2D10M1D3M1I29M2D189M1D2M1D46M1D3M1D6M1I74M1I8M1I2M1D27M7D181M1D2M1D1M1D56M1D83M1I7M3I167M1D2M1I77M1D15M1D159M2I8M1D66M1D199M3D114M2D195M1I18M1I3M1I114M5I9M1I22M1I6M1D7M1D45M1I372M3D20M1I93M2D43M1D38M1D18M1D34M1I240M2D1M1D10M1I125M1D38M1D190M1D5M1D74M1D69M2D353M2D36M1D55M2D20M2D96M1I3M1I14M1D9M1D62M1D46M1I7M1D175M1I1M2D89M3I3M2I3M1I126M1D9M1D97M1D98M4D4M1I63M1D232M2I70M4D16M2D15M2D93M3D17M1I5M2D144M1D120M1I117M1D25M2D25M2D184M1I389M1D9M3I30M1I13M1D18M1I44M1D87M1I5M2D189M4I16M1I14M1D31M1I91M2I3M2I73M1D2M1D104M2D6M1D2M1D47M1I9M1D6M1I11M2D39M1I131M2D2M1I85M1I38M1D150M1D125M1I144M1D3M1I75M1I377M3I98M1I298M1D7M1I348M1I373M1D86M1I52M1D16M1I12M2I10M2I1M1D22M1I134M1D23M3D86M1D335M1D5M2I6M1I5M1D89M1D190M1D27M1D14M1I57M2I89M2D14M2I17M1D70M1D15M2I247M1I35M1I11M1I13M2I6M1D23M1D18M1I159M5D8M1D88M1D113M1D16M1I2M1D132M1D187M2D8M2D3M1D89M1D25M1I2M1D85M1I290M1D348M3D4M2I20M3D39M1D6M1I195M2D15M1I83M1I2M1D12M1I4M1I121M6I69M1D62M1I191M1D69M4D13M1D221M2D33M1D13M1I55M2D10M1I3M1I6M1D92M1I37M4D52M7D5M1D72M1D27M1I43M1D9M3D23M2D3M1D13M1I17M1D12M2D55M1D83M1D81M1D20M1I287M1I382M1D13M1D18M2D371M1I115M1D215M1D6M1I25M1I64M1D90M3D15M1I29M3D7M1I61M2I2M1I2M1I105M1D6M1D15M1D233M1D219M1D5M1D17M1D23M2I17M1D128M1I74M1D4M1D142M1D35M1I159M1D26M1D2M1I230M1I36M1D5M3D201M1I2M2I52M1I7M2I4M1D461M1D19M1D37M1D5M1D41M1I47M1D21M1D19M1I78M1D346M1I38M1I38M4D2M1D190M3D4M1D4M1I247M1D4M1I147M2I40M1D1M1D50M4I82M1D3M1D28M1D134M1D8M1D356M1D72M1D3M2D270M1I22M1D281M1D44M1D46M1D728M2D134M4I175M2D6M1D447M1D7M1D6M1D4M1I102M1D113M1I633M2D25M3I315M1I67M3D2M1D42M3I3M1D3M2D4M1D9M1D2M1D6M1D17M2D2M1D71M2D48M1D46M1I148M2D41M2I7M8D8M1D117M1I12M1D95M2I334M35S	1	12	46	34	0	0	0	70	238	168	77	383	306	31569	31431	-138	31576	31576	0	0	0	0	0	0	0
0465a968-47f0-46f3-8864-eaa7e7324a76	0	0	unmapped_to_unmapped	*	*	0	NA	NA	NA	0	0	*	*	0	0	0	NA	0	0	NA	NA	NA	*	*	0	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	0	0	0	0
04cb0728-880b-430c-b213-b8c0cd5c50ff	1	1	mapped_to_mapped	chrX	chrX	0	118151785	118151785	0	0	0	-	-	0	60	60	0	0	0	16	33	17	182M1I151M1I37M1I10M2D22M2D6M1I68M1S	1S13M2I20M1D178M1I2M1D148M1I16M4D15M1D9M4D40M2D26M1S	1	1	2	1	0	0	0	4	4	0	4	13	9	480	471	-9	480	480	0	0	0	0	0	0	0
04fd143c-6822-4623-bb7a-91c71f7bcd14	1	1	mapped_to_mapped	chr1	chr1	0	4793798	4793798	0	0	0	-	-	0	60	60	0	0	0	2	6	4	5S585M	3S328M1D8M1I241M4S	1	5	7	2	0	0	0	0	1	1	0	1	1	585	578	-7	585	578	-7	0	0	0	0	0	0
0505bf07-6018-40c7-98b3-86786d8c29ab	1	1	mapped_to_mapped	chr5	chr5	0	40346227	40346226	1	0	0	+	+	0	60	60	0	0	0	22	148	126	506M1D720M2D2M1D6M1I158M1I251M1D41M4D75M1I73M1D9M3D532M1I3M1I179M1S	209M1D67M1D3M1D6M2I104M1I15M1I83M1D5M2D2M1I7M2D32M1D24M1I33M5I93M1I201M1D7M1D2M2I33M1I8M1I8M1D51M1D122M1I15M1I78M2D8M1I17M2D34M1I13M2D4M1D68M3I31M4D52M1I28M1D54M1D63M1D2M2I39M3D16M4D19M4D66M2D7M1I73M1D2M1D6M3D10M1D57M3I34M2I38M1D2M1I10M1I3M1D56M5D57M1D26M1I170M1I61M2I124M1D56M1S	1	1	1	0	0	0	0	5	38	33	13	55	42	2560	2552	-8	2568	2569	1	0	0	0	0	0	0
065a405f-77de-4fa2-8b96-670e3383ebf6	1	1	mapped_to_mapped	chr1	chr1	0	98964194	98964274	80	0	0	+	+	0	60	60	0	0	0	74	722	648	230S58M1I41M1I66M1D2M1I2M1I135M1I474M1I179M1D686M1D238M4D638M1D580M1D1061M1I950M1D2M2I3M1D297M1D105M9I3M2I405M1D96M1I388M2I698M3I297M2I2361M1I484M	302S17M1I6M1D45M3D2M1D7M1D7M1I15M1D7M1D56M1D48M1I75M1D14M1D2M1D92M1I6M1D79M2D14M1I31M1D160M1D172M1I2M1D3M1D11M1D2M1D6M1I1M3D28M5D2M1D34M1D14M4I10M1I4M1D10M1I4M1I78M1I3M1D56M1D5M2D21M2D7M1I7M1D2M1I8M3D7M1D51M1D134M1D38M3I24M2I30M1D45M1D11M2I1M1I84M1D117M7D7M2I3M1D2M1D6M1D12M3D3M1D67M1I1M2D1M1D17M5D109M1D2M1I3M1I44M1I102M1I1M1I72M2D25M2D3M1I3M1D130M4D6M1I20M1I2M1D13M1D4M1D6M2D83M2I12M1I13M1D158M1I22M2I34M3D15M1D15M2I70M1D9M1I58M1D67M2D4M1I5M2I81M2D38M1D21M1I14M1D7M1D7M1I37M1I15M3D2M1D104M1D80M1I4M2D2M4D171M1D5M1I6M1D62M2I22M1I3M1D2M1D10M1I2M2I4M1D6M1D1M1D3M1I50M2D2M1I16M1I163M3D83M1I114M1I2M1D127M1I25M2I173M1D56M2D4M1I50M1D29M1I6M1D6M1D23M1D99M1D9M3I9M1D5M2D4M1D23M1D86M1I2M2D7M1I24M3D3M1D33M1I6M1D2M3D33M1I4M2I33M1D9M1D3M1D25M1I85M1D44M1D5M1D15M1I14M1I8M1D18M1D108M7I26M1I9M1D1M1D16M1I9M2D30M6D74M1D8M1D3M1D38M2I3M1D4M2D105M1D28M1I34M4D27M1D37M1D5M1I22M1I102M2D87M2I58M1D54M1I52M2D31M1D294M1D23M1I6M2D28M1D11M2D12M3I125M1D15M2I41M1I52M2D15M1I4M1I41M1D19M3I88M2I28M2D66M1D10M2D7M3D33M1I52M1D7M1D3M2D40M1I41M2D3M1D7M1D3M1I8M1D98M1I7M1D2M2D70M1D14M1I18M1D37M2D84M1D4M1D6M1D12M1I45M1D169M1D2M1D6M1I132M1I64M1I34M3I49M1I7M1I3M1I60M1D4M1D8M1I53M1D6M1D1M2D27M1I8M1D76M1D2M1D63M3D65M3D10M2D3M1D127M1D14M1D6M3D5M1I12M1I72M1I77M1D4M1D72M5D8M1D1M1D146M1I3M1D56M1I9M1I32M1D51M1D11M1I17M1I6M1D7M1D17M1D179M3D14M1I112M3I62M1D75M1D1M1D47M1I180M	1	230	302	72	0	0	0	29	142	113	13	267	254	10278	10057	-221	10262	10182	-80	0	0	0	0	0	0
0687c6bb-6432-4c63-ba47-a6068b66462f	1	1	mapped_to_mapped	chr1	chr1	0	77200807	77200810	3	0	0	+	+	0	60	60	0	0	0	8	27	19	1S33M1I106M2D53M1I181M2I238M1D612M5S	35S24M2D4M1I54M1D5M1D44M1D55M1I181M2I8M1I173M1D4M1I45M1D3M1D328M1I285M6S	1	6	41	35	0	0	0	4	7	3	3	8	5	1227	1220	-7	1226	1221	-5	0	0	0	0	0	0
0694058d-2a5d-44b4-aa89-fdedbc4a0914	1	1	mapped_to_mapped	chr8	chr8	0	53885077	53885077	0	0	0	-	-	0	60	60	0	0	0	221	902	681	12S54M2I318M1D163M1I177M2D80M1D4M2I80M1I6M1I194M1D57M3I2M1D154M1D69M6D513M4D1013M1I128M1I202M1I293M2D167M1D641M9D302M2D1974M2D997M1D266M2I5M1D1310M2I367M1I4M2I996M1D2239M2D2M2D1405M1I655M1I3M1D358M2I464M1I1M2D279M7I960M1I1623M3D137M1D4M1D161M1I89M1D703M1I195M1I940M1I495M5I1212M1I524M1I189M6I309M1I31M2I567M12D37M1I841M6I324M1D520M1I598M1D21M2I33M1I207M3D233M1I232M1I82M2I618M1D692M1I374M11I165M1I942M2I211M4D2M1D401M2I131M1I183M1I455M1D1M1D227M2I181M1I1M3I621M1D465M1D1560M1D189M1S	12S560M2D5M1I59M1I5M1D3M1I22M2I56M2D162M2I3M1I100M1I5M1D94M1D16M1D23M1D115M1I10M1I50M1D21M1D10M1D30M6D1M1D102M1D76M1D54M2D40M1D136M1I7M3D14M1I5M1D5M1I3M1D49M1I14M4D64M1D77M1D62M2I26M1D57M1D14M1D114M1D27M1I114M1I14M2D59M2D4M1I9M1I48M1D148M1D164M1I126M1I2M1I202M1I80M4I111M2D74M1I3M3I23M1D6M2D69M1D22M1I5M3D113M1I3M1I2M1D72M1D19M3I399M1D61M2D28M10D85M2I209M1D6M2D174M1I17M1D61M1D97M1I3M1D142M1D53M1I134M2D134M2D132M2D100M1I129M1D14M1I6M1D10M1D5M2D125M1I97M1D36M1I8M3D56M1I422M2D62M1I672M1I86M1D4M1D51M1D119M1D261M4D82M1D101M1I169M2D57M2D5M2D2M1D78M1D178M2I1M1D346M1D49M1D3M1I341M1I151M1I43M1D63M1I1M1I56M1D22M1D128M1D30M1I6M2I67M1D8M1I221M2D18M1I8M2I50M1D68M1I30M1D149M1I107M1I54M2D310M1D286M1D51M1D1M1D96M1D3M1D9M1D453M1I66M2D70M2D695M1D33M1I13M1I67M2D40M2I6M2D39M1D38M1I6M1I111M1D216M1D5M1I152M4D19M1D18M1D205M1D5M1I253M1D157M2I169M2D140M1D6M1I204M1I127M3I2M1I5M1I3M1D45M1D5M1D49M1D63M1I3M1D36M1I21M1I94M2D21M1D183M2I263M1D4M1I5M1D114M1D74M2D226M2D53M5I530M1D28M1I22M1D512M2I31M2D47M1I12M1D60M1I7M1I154M1D9M2D37M1I5M1D186M1D233M1D129M1I142M5I40M1D106M3I5M1D275M3D137M3D1M2D24M2I6M1I50M1D78M1I22M1D4M1I57M1D48M4D39M1I365M3I459M1D4M1D9M1D12M1I315M1I4M1I3M2D345M1D161M1D17M1I53M1I5M1D17M1D2M1I1M1I60M1D29M1I47M1D6M1I7M1D209M1I63M1D53M3I6M1I5M1D27M1D31M1D2M1I113M1I53M1I199M1D130M1I26M1D186M1D252M1D165M1I136M3I344M1I44M1I43M1D29M3D19M1D92M3I3M2I52M1I286M3I379M2I47M1D140M6D36M1D4M2D177M1I234M1I127M2D16M4I91M3D42M2D135M1I2M2I10M4I154M2D4M1I53M1I2M2D107M1D110M1I12M1D248M1I9M1D66M1D287M1I4M1I101M1D2M2I133M1D6M1I37M2I95M2I2M1D22M2I35M2D203M3D207M1I28M1I10M1D6M1D4M1I1M1I5M1D144M1D30M1I3M1D13M1I9M1I30M3I52M2I41M1D366M1I72M1D15M2D120M1D459M2D135M1D5M1D73M2I64M1D138M1I4M1I13M1I42M1D4M1D2M1D87M2I32M14I169M1D102M1I209M3D62M1I19M1D25M1D20M1I17M1D151M2D4M1D9M1D309M1I31M1I3M1I143M1I161M1I6M1I77M1D189M1I139M1I28M1I55M1D49M1I5M1D448M1D50M1D1M1D138M1D7M1I2M1I7M1I2M1I3M1D70M2D173M1D149M1I459M1I5M1I10M1D284M1D148M2I32M1D111M2I61M1D104M2D75M4D32M1D282M1D189M1I81M1I88M2I2M1I18M2I64M1D197M1I246M1D178M2D9M1S	1	13	13	0	0	0	0	93	252	159	77	311	234	34721	34646	-75	34705	34705	0	0	0	0	0	0	0
06a2b40a-c3a9-491e-8f58-43c4f9a0bead	1	1	mapped_to_mapped	chr18	chr18	0	9424205	9424233	28	0	0	+	+	0	60	60	0	0	0	1	4	3	309M1S	26S5M2I277M	1	1	26	25	0	0	0	0	2	2	0	0	0	309	284	-25	309	282	-27	0	0	0	0	0	0
06e97134-72e1-4198-9b5a-89c0c7f87e47	1	1	mapped_to_mapped	chr19	chr19	0	7450131	7450133	2	0	0	-	-	0	60	60	0	0	0	219	469	250	115S34M6I66M4I1M2I11M1D71M1I4M1D152M4D1M2D31M4I3M2I20M1D11M6D22M2I1M1D8M4D31M6D58M1D98M2D5M2D63M70I3M3I266M1D26M3835S	1247S31M1D112M1D2M1I9M6D24M1D32M1D90M95I6M1I34M59I70M28I45M3D22M91I90M1I70M1D69M65I3M2I29M1D136M1D28M1D4M1D10M3I1M2I54M1D26M2381S	1	3950	3628	-322	0	0	0	94	348	254	32	19	-13	1080	1345	265	1018	1016	-2	4	2	-2	5	6	1
076b31b1-c350-4d35-9821-abf937032c01	1	1	mapped_to_mapped	chr4	chr4	0	21397679	21397681	2	0	0	+	+	0	60	60	0	0	0	30	98	68	784M1I357M2I76M1I73M3D220M4I69M1D61M1I336M2D221M2I5M2D1M1D391M2663S	35S107M2D41M1I150M5D169M1D96M1I4M1I1M1I57M1D121M1D11M3I44M1D11M1D165M2I3M1I33M1I45M2D44M1I23M1D44M1I78M2D4M1D28M7D175M1D100M1D26M1I35M1I136M3I200M2D127M2I7M2D84M1D3M1D5M3D3M1D81M1I4M1I5M1I5M1D118M2D3M1D34M1I3M1D2M1D123M2592S	1	2663	2627	-36	0	0	0	11	24	13	9	43	34	2605	2582	-23	2603	2601	-2	0	0	0	1	1	0
