read_id	clean_mapped	perturbed_mapped	mapping_transition	clean_chrom	perturbed_chrom	chromosome_changed	clean_start	perturbed_start	coordinate_shift_bp	large_coordinate_shift_ge100	large_coordinate_shift_ge1000	clean_strand	perturbed_strand	strand_changed	clean_mapq	perturbed_mapq	mapq_change	mapq_drop_ge5	mapq_drop_ge10	clean_nm	perturbed_nm	nm_change	clean_cigar	perturbed_cigar	cigar_changed	clean_soft_clip	perturbed_soft_clip	soft_clip_change	clean_hard_clip	perturbed_hard_clip	hard_clip_change	clean_insertion_bases	perturbed_insertion_bases	insertion_change	clean_deletion_bases	perturbed_deletion_bases	deletion_change	clean_aligned_query_length	perturbed_aligned_query_length	aligned_query_length_change	clean_reference_span	perturbed_reference_span	reference_span_change	clean_secondary_count	perturbed_secondary_count	secondary_count_change	clean_supplementary_count	perturbed_supplementary_count	supplementary_count_change
0202d0c0-9e10-4fb4-9908-d41d3583c054	1	1	mapped_to_mapped	chr4	chr4	0	85099336	85099333	3	0	0	-	-	0	60	60	0	0	0	7	11	4	3S484M1S	5M1I244M1I121M1D81M1D4M1I30M1S	1	4	1	-3	0	0	0	0	3	3	0	2	2	484	488	4	484	487	3	0	0	0	0	0	0
029ac4f8-d2fe-4760-833c-8b952b71c658	1	1	mapped_to_mapped	chr2	chr2	0	4752886	4752886	0	0	0	+	+	0	60	60	0	0	0	6	11	5	38S5M1D132M1D112M1D70M	34S5M1D146M1I8M2I3M1D87M1D70M	1	38	34	-4	0	0	0	0	3	3	3	3	0	319	322	3	322	322	0	0	0	0	0	0	0
02ac7244-7cba-4d0c-800e-ddeac889047e	1	1	mapped_to_mapped	chr6	chr6	0	30134272	30134272	0	0	0	+	+	0	60	60	0	0	0	4	15	11	367M1I577M1I1064M1S	372M3I163M1D2M1D2M1I83M2I320M1I835M2I228M2S	1	1	2	1	0	0	0	2	9	7	0	2	2	2010	2014	4	2008	2007	-1	0	0	0	0	0	0
02d9a072-aa01-41d8-9931-4f5972bdf075	1	1	mapped_to_mapped	chr6	chr6	0	148887504	148887504	0	0	0	+	+	0	60	60	0	0	0	29	51	22	765M1D141M1D139M3I1236M1D531M1D1349M3I188M3I5M1I150M2I37M12S	72M1D326M1D54M1D214M1D185M3I55M1I137M3I377M3D115M1D56M1D532M3I121M2D560M1D149M2I41M1I730M1D299M2D315M4I3M2D186M13S	1	12	13	1	0	0	0	12	17	5	4	17	13	4553	4544	-9	4545	4544	-1	0	0	0	0	0	0
03404653-6e35-47ab-b9e4-b98f15b9e6e8	1	1	mapped_to_mapped	chr7	chr7	0	28779977	28779977	0	0	0	-	-	0	60	60	0	0	0	27	48	21	250M2I575M1D609M1D6M1I4M1D418M1I290M1D466M2D111M1I401M1I571M1D101M1I117M35S	159M1D3M1D12M1D73M2I782M1D384M1I9M2D7M2D10M1D3M1I273M2D429M1D98M1D296M1D70M1D4M1I108M1I265M1D769M1I39M1I117M39S	1	35	39	4	0	0	0	7	8	1	7	16	9	3926	3918	-8	3926	3926	0	0	0	0	0	0	0
03ca6578-9f5b-4f53-8577-51ae5ec47898	1	1	mapped_to_mapped	chr10	chr10	0	125291754	125291754	0	0	0	-	-	0	60	60	0	0	0	225	418	193	11S944M1D1M1D1306M1I25M1D335M1I177M1I567M1I177M3I48M3I412M2D1055M1I2M1I33M1I6M2I443M1D109M3D2M1D187M1D396M2D438M1I4M1D159M2D608M1D551M1D794M2D662M1D213M1D395M1I95M2D36M1D312M1D177M2D3M1I1M2D329M1D4M1D97M2D70M2I296M1D22M1D541M1I217M1I384M1I5M1D32M1I2M1D4M1I1143M1D921M3I286M2I233M1I328M1I1548M1D15M2I306M1D133M1D289M1D152M1I2M1D188M1I1125M1D114M1I126M4I73M1I323M1D8M5D49M2I172M2D34M4D66M1I362M1I1929M2I3M1D35M3D7M2I49M2I12M1D3M2I1M1I104M1D744M1D4M1D814M1I668M1D507M1I76M2D4M1D641M1D1M1D165M1D1143M2I10M1I2M1I1122M1I497M1I1178M1I72M1D7M2I27M1I3M1D6M1D3M1D31M2I526M1I5M1D428M1S	11S522M1I181M2D70M1I1M1I72M1D4M1D90M1D1M1D91M1D473M3I459M1I203M1I7M1D18M1D78M1D223M1I32M1D82M2I173M1I144M1D154M1I150M2D2M1D290M3I52M2I336M1D71M2D184M1I2M1I757M2I4M1D3M2D102M1I2M1I39M2I66M2I65M1I312M1D109M3D2M1D187M2D168M5I62M1D164M1D42M1I57M2D338M1I3M1I161M2D247M1I345M1D15M1D551M2D213M1I3M1I4M1I4M3D64M1I130M1I372M3D197M1D18M1D34M1I410M1D213M1D135M2D258M1I95M2D36M1D312M1D177M2D3M1I1M2D89M2I6M1I234M1D4M1D97M2D70M2I228M2I68M1D358M2I206M1I220M5I386M1D32M1I2M1D4M1I76M1D345M1I334M1I9M1D6M1I310M1D420M1D3M1I452M3I106M3I286M2I561M1I311M1D29M1D32M1I600M1D14M1I471M3I104M2I239M1I8M1I35M1I11M1I13M2I6M1D42M1I172M1D202M1D341M1D216M1I290M1D619M1D114M1I5M2I2M2I6M1D111M6I397M1D4M1D4M3D222M2D33M1D70M1I143M1I259M1D840M1I116M1D931M2I3M1D35M3D7M1I62M2I101M1I92M1I1M3D643M1I13M1D4M1D142M1D407M4I47M1I217M1I614M1D5M2D554M1I74M1I5M1D205M1I247M1D4M1I147M2I40M1D1M1D165M1D1143M2I4M1D5M1I2M1D42M1D1572M2I1181M1I72M1D17M1I16M1D8M1I7M4D2M1D11M1I9M1D189M1I337M2D1M1D4M3I429M1S	1	12	12	0	0	0	0	70	138	68	77	121	44	31569	31593	24	31576	31576	0	0	0	0	0	0	0
0465a968-47f0-46f3-8864-eaa7e7324a76	0	0	unmapped_to_unmapped	*	*	0	NA	NA	NA	0	0	*	*	0	0	0	NA	0	0	NA	NA	NA	*	*	0	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	0	0	0	0
04cb0728-880b-430c-b213-b8c0cd5c50ff	1	1	mapped_to_mapped	chrX	chrX	0	118151785	118151785	0	0	0	-	-	0	60	60	0	0	0	16	15	-1	182M1I151M1I37M1I10M2D22M2D6M1I68M1S	1S73M1I109M1I151M1I37M1I10M2D27M3D68M1S	1	1	2	1	0	0	0	4	4	0	4	5	1	480	479	-1	480	480	0	0	0	0	0	0	0
04fd143c-6822-4623-bb7a-91c71f7bcd14	1	1	mapped_to_mapped	chr1	chr1	0	4793798	4793798	0	0	0	-	-	0	60	60	0	0	0	2	2	0	5S585M	5S585M	0	5	5	0	0	0	0	0	0	0	0	0	0	585	585	0	585	585	0	0	0	0	0	0	0
0505bf07-6018-40c7-98b3-86786d8c29ab	1	1	mapped_to_mapped	chr5	chr5	0	40346227	40346227	0	0	0	+	+	0	60	60	0	0	0	22	38	16	506M1D720M2D2M1D6M1I158M1I251M1D41M4D75M1I73M1D9M3D532M1I3M1I179M1S	391M1I15M1I100M1D92M6I797M1I178M1D2M1D27M1D2M2I39M3D39M4D75M1I73M1D9M3D68M3I646M1S	1	1	1	0	0	0	0	5	15	10	13	15	2	2560	2568	8	2568	2568	0	0	0	0	0	0	0
065a405f-77de-4fa2-8b96-670e3383ebf6	1	1	mapped_to_mapped	chr1	chr1	0	98964194	98964194	0	0	0	+	+	0	60	60	0	0	0	74	185	111	230S58M1I41M1I66M1D2M1I2M1I135M1I474M1I179M1D686M1D238M4D638M1D580M1D1061M1I950M1D2M2I3M1D297M1D105M9I3M2I405M1D96M1I388M2I698M3I297M2I2361M1I484M	213S17M2I5M1D6M6D5M2D2M1I3M1D10M1I5M2D4M1I2M1D29M1D5M1I5M1D36M1D3M2D9M1I21M1D7M1D48M2I57M8D46M1D51M1I80M1I81M1D20M1I371M1D11M1D2M1D7M1D101M1D10M1I192M1D234M1I1M1I6M3I117M1I239M2D80M1I13M5D93M1I560M2D228M3D478M1D443M2I377M1I946M1I2M1D3M1D29M1D21M1I31M1I200M1D18M1D105M5I3M2I26M2I9M1D2M1I189M2I3M1D174M1D96M1I388M3I678M1D19M4I300M1I293M1D527M1I314M1D103M1D136M2D260M2I145M2D560M3D189M4I305M1S	1	230	214	-16	0	0	0	29	55	26	13	68	55	10278	10249	-29	10262	10262	0	0	0	0	0	0	0
0687c6bb-6432-4c63-ba47-a6068b66462f	1	1	mapped_to_mapped	chr1	chr1	0	77200807	77200807	0	0	0	+	+	0	60	60	0	0	0	8	15	7	1S33M1I106M2D53M1I181M2I238M1D612M5S	1S33M1I54M1D51M2D234M2I181M1D4M1I52M1D87M3I525M5S	1	6	6	0	0	0	0	4	7	3	3	5	2	1227	1228	1	1226	1226	0	0	0	0	0	0	0
0694058d-2a5d-44b4-aa89-fdedbc4a0914	1	1	mapped_to_mapped	chr8	chr8	0	53885077	53885077	0	0	0	-	-	0	60	60	0	0	0	221	342	121	12S54M2I318M1D163M1I177M2D80M1D4M2I80M1I6M1I194M1D57M3I2M1D154M1D69M6D513M4D1013M1I128M1I202M1I293M2D167M1D641M9D302M2D1974M2D997M1D266M2I5M1D1310M2I367M1I4M2I996M1D2239M2D2M2D1405M1I655M1I3M1D358M2I464M1I1M2D279M7I960M1I1623M3D137M1D4M1D161M1I89M1D703M1I195M1I940M1I495M5I1212M1I524M1I189M6I309M1I31M2I567M12D37M1I841M6I324M1D520M1I598M1D21M2I33M1I207M3D233M1I232M1I82M2I618M1D692M1I374M11I165M1I942M2I211M4D2M1D401M2I131M1I183M1I455M1D1M1D227M2I181M1I1M3I621M1D465M1D1560M1D189M1S	11S536M1I98M1I79M1D81M1D4M2I75M1I5M2I200M1D5M2D10M4I197M1D69M6D74M3I104M1D52M1I428M1D88M1D55M1D131M1D428M1D164M2I128M1I202M1I80M4I213M2D319M1I488M10D303M2D551M1I667M1D5M2D748M2D997M1D618M2D1069M1I151M1I109M1I4M2I234M1I6M2I321M2D298M1I763M1D53M2I111M1D1448M2D1237M2I649M1I2M1I10M1I4M1I40M1D5M1D49M1D63M1I3M1D53M1D304M2I463M2D281M6I1115M1D58M1I12M1D270M1I5M1D692M3I147M3I5M1D275M3D138M5D243M2D1611M1D161M1D70M1I163M1I332M5I81M1D2M1I962M1D165M1I524M1I188M5I310M1I31M3I379M2I188M8D39M2D834M2I2M5I329M1D447M1D670M2D20M2I33M1I207M3D207M2I26M1I263M1I51M1I480M1D137M1D596M1D5M1D431M2I32M13I165M1D106M1I274M1I13M2I2M1D29M1D20M1I58M1D110M2D324M2I211M4D2M1D397M8I81M2I54M1I183M1I455M1D1M1D224M1I6M1D2M2I175M1I1M3I621M1D431M1I34M1D354M4D956M1I246M2D188M1S	1	13	12	-1	0	0	0	93	138	45	77	114	37	34721	34729	8	34705	34705	0	0	0	0	0	0	0
06a2b40a-c3a9-491e-8f58-43c4f9a0bead	1	1	mapped_to_mapped	chr18	chr18	0	9424205	9424205	0	0	0	+	+	0	60	60	0	0	0	1	10	9	309M1S	15M3D4M1I4M2I2M1I281M1S	1	1	1	0	0	0	0	0	4	4	0	3	3	309	310	1	309	309	0	0	0	0	0	0	0
06e97134-72e1-4198-9b5a-89c0c7f87e47	1	1	mapped_to_mapped	chr19	chr19	0	7450131	7450128	3	0	0	-	-	0	60	1	-59	1	1	219	457	238	115S34M6I66M4I1M2I11M1D71M1I4M1D152M4D1M2D31M4I3M2I20M1D11M6D22M2I1M1D8M4D31M6D58M1D98M2D5M2D63M70I3M3I266M1D26M3835S	3290S52M65I120M1I1M27I141M27I35M28I63M1D3M4D3M2D73M59I157M1D36M99I2M1I77M1D2M35I17M1D117M1I112M375S	1	3950	3665	-285	0	0	0	94	343	249	32	10	-22	1080	1354	274	1018	1021	3	4	4	0	5	5	0
076b31b1-c350-4d35-9821-abf937032c01	1	1	mapped_to_mapped	chr4	chr4	0	21397679	21397679	0	0	0	+	+	0	60	60	0	0	0	30	29	-1	784M1I357M2I76M1I73M3D220M4I69M1D61M1I336M2D221M2I5M2D1M1D391M2663S	27S306M1D506M1D184M1D73M2D120M1I68M2I2M2D27M1D2M1D347M1I336M2D220M5D7M1D388M2653S	1	2663	2680	17	0	0	0	11	4	-7	9	17	8	2605	2590	-15	2603	2603	0	0	0	0	1	1	0
07d10455-59da-4ccb-8ab1-470d42b9521f	1	1	mapped_to_mapped	chr3	chr3	0	86887826	86887826	0	0	0	-	-	0	60	60	0	0	0	71	129	58	439M1D72M1I12M1I859M1D18M1I373M1D318M1D6M2I13M1D3M1D308M2D258M2D262M1I7M1I610M2I1068M1I59M3D9M1D246M1D3M1I7M1I194M1D567M1D3M2D610M2D1M1D28M1I4M4D57M1I115M	135M2I4M1I160M1I140M1D54M1D29M1D35M1I82M1I427M3D311M1D37M1I84M2D607M1D3M1D232M1I275M2D53M1D265M4D7M1I163M2D78M1I8M1I27M1D604M1D809M1D5M1D6M1I2M1D26M3D11M1D101M1I134M1D2M1D2M1D4M2D1M1D128M1I11M3D59M1D113M1D422M1I9M3I19M1D2M3D2M1D267M1I341M1I6M1D1M3D30M1D133M1I39M40S	1	0	40	40	0	0	0	14	21	7	26	50	24	6543	6526	-17	6555	6555	0	0	0	0	0	0	0
0812e3c5-97ef-4297-8a99-8789e523ff34	1	1	mapped_to_mapped	chr14	chr14	0	93197496	93197502	6	0	0	-	-	0	60	60	0	0	0	50	106	56	2S117M1I119M2D52M1I608M2I55M2I415M1D4M1D30M1D3M1D41M1I12M1D194M1D51M1D34M1D73M1D360M1I94M2I2M1D544M2D294M3I61M2I5M2D270M1I23M1D38M213S	2S145M3D85M1I4M2I47M1I29M1I577M1I6M1I51M3I175M1D175M1D48M1I6M1D8M1D4M1D30M1D3M1D12M1I29M1I41M3D73M1D4M1D25M1D58M1D48M1D2M3D5M1D25M2D73M1D159M1I201M1I23M1I71M2I2M1D51M1D186M1D7M2D274M1D21M2D294M3I61M2I7M2D7M1D192M3I1M1D36M1D12M1I5M1D5M1D9M1I9M1D4M1D1M1D4M3D1M1D32M206S	1	215	208	-7	0	0	0	16	28	12	17	47	30	3515	3491	-24	3516	3510	-6	0	0	0	0	0	0
0872ae0a-a7a6-40b6-a007-9a08cae8a466	1	1	mapped_to_mapped	chr12	chr12	0	120232570	120232570	0	0	0	+	+	0	60	60	0	0	0	5	4	-1	32S187M1I60M11S	32S247M11S	1	43	43	0	0	0	0	1	0	-1	0	0	0	248	247	-1	247	247	0	0	0	0	0	0	0
0920a617-82b2-44bd-a8ec-86bbb5361359	1	1	mapped_to_mapped	chr2	chr2	0	233083315	233083315	0	0	0	-	-	0	60	60	0	0	0	9	17	8	101M1I203M1D124M1S	54M1D46M1I93M2I55M1D34M1D19M1D124M1S	1	1	1	0	0	0	0	1	3	2	1	4	3	429	428	-1	429	429	0	0	0	0	0	0	0
099ef23d-0369-439a-a81a-55198e989d38	1	1	mapped_to_mapped	chrX	chrX	0	97346519	97346519	0	0	0	-	-	0	60	60	0	0	0	56	72	16	13S7M2D194M1D362M2D643M1I10M1I507M1D744M2I90M3D598M1I619M2D3M1D137M1D23M3I767M1I146M1I286M3D592M1D48M1I558M1I1474M1D211M1D119M1D238M1D207M1I281M2D189M1D196M1I71M33S	13S7M2D194M1D362M2D168M1D173M3I303M2D1258M2I90M3D348M1I250M1I472M1I290M1D23M3I1170M1D28M3D235M1D256M1I100M1D606M4D24M1D384M1I10M1I427M1I635M1D200M1D119M1D166M1D71M1D464M1D23M3D188M1D196M1I71M32S	1	46	45	-1	0	0	0	14	16	2	24	33	9	9334	9327	-7	9344	9344	0	0	0	0	0	0	0
09b746ee-817e-4590-a374-a1e893ea7797	1	1	mapped_to_mapped	chr3	chr3	0	75888835	75888817	18	0	0	-	-	0	60	60	0	0	0	30	71	41	29S78M3I542M1D7M2D82M1D38M1D502M1D451M1D6M1D20M1I23M1D217M1I5M2D70M1S	12S10M1I3M2D5M2I23M4D49M3I116M1D95M3D161M1D9M1D155M1D82M3D5M2D17M1I2M1D184M1D230M1D105M3D1M1I225M2I223M2D5M5D16M1I23M1D58M3I81M1I78M1I6M1D70M1S	1	30	13	-17	0	0	0	5	16	11	11	33	22	2046	2053	7	2052	2070	18	0	0	0	0	0	0
0a457266-ebc4-40f9-81d7-1ba97f61932b	1	1	mapped_to_mapped	chr5	chr5	0	20713818	20713819	1	0	0	-	-	0	60	60	0	0	0	1	10	9	1S251M1I288M	3S239M7D174M2D32M1D83M	1	1	3	2	0	0	0	1	0	-1	0	10	10	540	528	-12	539	538	-1	1	1	0	0	0	0
0a7af4b0-affd-4a70-aae5-3e7ddf82ffb5	1	1	mapped_to_mapped	chr21	chr21	0	37350904	37350904	0	0	0	+	+	0	60	60	0	0	0	90	126	36	35S91M2D816M2I107M1I278M2D636M2D432M1I288M2D4M2D7M1I278M1D4M1D1M1D17M1I3M1D254M1D3577M1D444M3I1M2D974M1I271M3D412M2D590M3I459M2D96M2D19M4D286M1I159M1D561M2D143M2I611M1D110M1I422M6I799M1I53M	37S91M2D56M1D5M1D5M1D747M2I145M1I878M2D432M1I79M1I122M1D51M1I41M2D7M1I76M1D199M1I8M1D1M2D4M1D10M1I3M1D254M1D490M2D496M1I105M1D912M1D94M2I445M1D302M1D21M4I706M1D357M1D440M1I621M1I2M1D270M3D412M2D590M4I549M1D4M2D24M2D256M1I30M1I59M1D99M2D589M1D14M2I10M1I91M2I611M1D94M1I438M6I705M1I6M2I2M2I57M2I81M2S	1	35	39	4	0	0	0	24	43	19	35	41	6	13227	13239	12	13238	13237	-1	0	0	0	0	0	0
0a94e3ba-47d3-4b75-8f09-cff90e3ba974	1	1	mapped_to_mapped	chr8	chr8	0	65420174	65420174	0	0	0	-	-	0	60	60	0	0	0	19	25	6	166M16I92M1I3M1D11M	166M20I92M1I3M2D10M	1	0	0	0	0	0	0	17	21	4	1	2	1	289	292	3	273	273	0	0	0	0	0	0	0
0aa7150f-46d1-4d8b-8a49-833c1a9710bf	1	1	mapped_to_mapped	chr7	chr7	0	14652636	14652636	0	0	0	-	-	0	60	60	0	0	0	228	315	87	24244S874M1I147M1I158M1I6M1D3M1D89M1D2M2D3M4D3M1D5M2I13M1I8M2D802M1I192M1D239M2D1275M1D282M6I281M1I29M1D3M5I33M1D1410M1D1417M1I237M2D3M1I105M2D109M1I438M1I1260M1D54M2D67M1D64M1I484M1I796M2I147M4D45M1I64M1D77M2I1001M1D477M3I205M1D527M2I217M1D1235M1I71M2I57M1I852M1D489M1D61M1I446M3D19M1D2M2D3M1D5M1I712M2I230M1D690M1D1M3D417M1D94M3D2M2I293M1D894M3I254M1D18M1D3M1I209M2I416M1D1649M2I121M1D967M2I124M5D5M4D98M4I3M1D66M	24214S874M1I147M1I165M1I3M1D64M1D24M1D9M1D1M2I5M1D3M2D11M1I8M2D404M3D230M1I165M1I48M1D229M1D112M1D8M4I27M1D9M1I374M1I1M1I1129M1D3M2D2M1D42M6I310M1D3M5I33M1D65M1I108M1D585M1D4M1D9M2I5M1D220M1I410M1D307M1D908M2D440M1D38M1D66M2D547M1I1260M1D123M1D64M1I382M3D99M1I796M2I39M4D1M1D102M4D45M1I64M1D761M1D794M3I205M1I129M1I3M2D401M1I83M1D126M1D443M1D290M1D616M2I7M1I5M1I350M1I35M1D240M1D109M2I9M2D105M2D399M3D28M1D2M1I1M1I54M1D507M3D29M1I1M4D449M1I3M1D159M1D98M2I230M1D223M1D182M1I214M1D148M1I348M3D58M1D835M1D3M2I139M1I74M5D2M2D1M3D92M1D63M3I125M1I129M1D231M2I34M1I122M1D259M3D133M1D472M1I449M2D140M1D83M1I487M1D234M1I640M1D213M5D180M	1	24244	24214	-30	0	0	0	59	70	11	68	111	43	24216	24184	-32	24225	24225	0	0	0	0	1	1	0
0ab78041-5951-4e3e-8ecf-46a380edf1f8	1	1	mapped_to_mapped	chrX	chrX	0	31364283	31364283	0	0	0	-	-	0	60	60	0	0	0	30	31	1	4S105M1D1279M1I59M1D384M3D256M1D96M9D19M3D34M4D54M32S	4S105M1D149M1I6M1D570M1I4M1I320M1I185M1D43M1I56M2D389M2D2M1D348M7D21M3D34M1D57M29S	1	36	33	-3	0	0	0	1	5	4	22	19	-3	2287	2294	7	2308	2308	0	0	0	0	0	0	0
0b27d376-dcaa-45b2-8d40-9b8e93931d10	1	1	mapped_to_mapped	chr4	chr4	0	169874998	169874998	0	0	0	+	+	0	60	60	0	0	0	26	49	23	1S753M1D16M1D755M1I24M1D263M1D102M1I13M1D24M2I5M1I665M1D175M10S	36S753M1D16M1D197M1D557M1I24M1D85M2D216M1D62M1I38M1D58M3D8M4I594M1D166M1D14M10S	1	11	46	35	0	0	0	5	6	1	6	13	7	2800	2794	-6	2801	2801	0	0	0	0	0	0	0
0bd173d4-877d-48b2-bf5b-d7d77a86e6c0	1	1	mapped_to_mapped	chr2	chr2	0	137329680	137329680	0	0	0	+	+	0	60	60	0	0	0	29	51	22	4074S229M2D4M2D84M2D8M1I3M1D42M1I118M1D1572M1I1041M1D398M1D166M1I375M1I26M2D24M8S	4090S20M3I9M1I64M1D52M1I84M1D3M3D84M1D9M1D45M1I118M1I349M1D1049M1I103M2D62M1I7M1I616M1I422M1D305M1D24M3I6M1I65M1D113M1D51M1I161M1D17M1D203M1D18M1D25M8S	1	4082	4098	16	0	0	0	5	16	11	12	18	6	4095	4100	5	4102	4102	0	0	0	0	1	1	0
