# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0     73     78      -     96      0      0      0      0      0      -   2398      0      0      -      -      0      -      -      0      -      - 
    0     70     72      -     95      0      0      0      0      0      -   2405      0      0      -      -      0      -      -      0      -      - 
    0     76     78      -     96      0      0      0      0      0      -   2398      0      0      -      -      0      -      -      0      -      - 
    0     74     79      -     96      0      0      0      0      0      -   2398      0      0      -      -      0      -      -      0      -      - 
    0     67     73      -     96      0      0      0      0      0      -   2392      0      0      -      -      0      -      -      0      -      - 
    0     74     78      -     96      0      0      0      0      0      -   2405      0      0      -      -      0      -      -      0      -      - 
    0     77     80      -     96      0      0      0      0      0      -   2398      0      0      -      -      0      -      -      0      -      - 
    0     72     75      -     96      0      0      0      0      0      -   2398      0      0      -      -      0      -      -      0      -      - 
    0     75     78      -     96      0      0      0      0      0      -   2405      0      0      -      -      0      -      -      0      -      - 
    0     79     81      -     96      0      0      0      0      0      -   2398      0      0      -      -      0      -      -      0      -      - 
    0     73     77      -     96      0      0      0      0      0      -   2392      0      0      -      -      0      -      -      0      -      - 
    0     74     77      -     96      0      0      0      0      0      -   2398      0      0      -      -      0      -      -      0      -      - 
    0     80     82      -     96      0      0      0      0      0      -   2405      0      0      -      -      0      -      -      0      -      - 
    0     75     82      -     96      0      0      0      0      0      -   2392      0      0      -      -      0      -      -      0      -      - 
    0     73     77      -     96      0      0      0      0      0      -   2392      0      0      -      -      0      -      -      0      -      - 
    0     80     83      -     96      0      0      0      0      0      -   2405      0      0      -      -      0      -      -      0      -      - 
    0     77     83      -     96      0      0      0      0      0      -   2385      0      0      -      -      0      -      -      0      -      - 
    0     76     79      -     96      0      0      0      0      0      -   2398      0      0      -      -      0      -      -      0      -      - 
    0     77     84      -     96      0      0      0      0      0      -   2392      0      0      -      -      0      -      -      0      -      - 
    0     75     84      -     96      0      0      0      0      0      -   2379      0      0      -      -      0      -      -      0      -      - 
    0     72     77      -     96      0      0      0      0      0      -   2379      0      0      -      -      0      -      -      0      -      - 
    0     77     84      -     96      0      0      0      0      0      -   2385      0      0      -      -      0      -      -      0      -      - 
    0     76     84      -     96      0      0      0      0      0      -   2366      0      0      -      -      0      -      -      0      -      - 
    0     71     79      -     96      0      0      0      0      0      -   2366      0      0      -      -      0      -      -      0      -      - 
    0     74     83      -     95      0      0      0      0      0      -   2398      0      1      -      -      0      -      -      0      -      - 
    0     75     85      -     96      0      0      0      0      0      -   2379      0      1      -      -      0      -      -      0      -      - 
    0     71     82      -     96      0      0      0      0      0      -   2340      0      0      -      -      0      -      -      0      -      - 
    0     70     80      -     96      0      0      0      0      0      -   2379      0      0      -      -      0      -      -      0      -      - 
    0     76     85      -     95      0      0      0      0      0      -   2385      0      0      -      -      0      -      -      0      -      - 
    0     72     84      -     96      0      0      0      0      0      -   2333      0      0      -      -      0      -      -      0      -      - 
    0     68     80      -     96      0      0      0      0      0      -   2346      0      1      -      -      0      -      -      0      -      - 
    0     71     79      -     96      0      0      0      0      0      -   2379      0      1      -      -      0      -      -      0      -      - 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0     73     84      -     96      0      0      0      0      0      -   2372      0      1      -      -      0      -      -      0      -      - 
    0     70     85      -     96      0      0      0      0      0      -   2327      0      1      -      -      0      -      -      0      -      - 
    0     66     81      -     96      0      0      0      0      0      -   2268      0      1      -      -      0      -      -      0      -      - 
    0     68     82      -     96      0      0      0      0      0      -   2353      0      1      -      -      0      -      -      0      -      - 
    0     71     86      -     96      0      0      0      0      0      -   2372      0      1      -      -      0      -      -      0      -      - 
    0     69     84      -     96      0      0      0      0      0      -   2353      0      1      -      -      0      -      -      0      -      - 
    0     70     85      -     96      0      0      0      0      0      -   2340      0      1      -      -      0      -      -      0      -      - 
    0     66     83      -     96      0      0      0      0      0      -   2307      0      1      -      -      0      -      -      0      -      - 
    0     66     80      -     96      0      0      0      0      0      -   2333      0      1      -      -      0      -      -      0      -      - 
    0     69     83      -     96      0      0      0      0      0      -   2359      0      1      -      -      0      -      -      0      -      - 
    0     69     85      -     96      0      0      0      0      0      -   2353      0      1      -      -      0      -      -      0      -      - 
    0     68     85      -     96      0      0      0      0      0      -   2301      0      1      -      -      0      -      -      0      -      - 
    0     66     83      -     96      0      0      0      0      0      -   2327      0      1      -      -      0      -      -      0      -      - 
    0     67     82      -     96      0      0      0      0      0      -   2301      0      1      -      -      0      -      -      0      -      - 
    0     67     83      -     96      0      0      0      0      0      -   2346      0      1      -      -      0      -      -      0      -      - 
    0     67     85      -     96      0      0      0      0      0      -   2366      3      1      -      -      0      -      -      0      -      - 
    0     66     86      -     95      0      0      0      0      0      -   2379      0      1      -      -      0      -      -      0      -      - 
    0     67     86      -     96      0      0      0      0      0      -   2327      0      1      -      -      0      -      -      0      -      - 
    0     67     85      -     96      0      0      0      0      0      -   2275      1      1      -      -      0      -      -      0      -      - 
    0     63     85      -     96      0      0      0      0      0      -   2236      0      1      -      -      0      -      -      0      -      - 
    0     64     82      -     96      0      0      0      0      0      -   2275      0      1      -      -      0      -      -      0      -      - 
    0     66     84      -     95      0      0      0      0      0      -   2346      0      1      -      -      0      -      -      0      -      - 
    0     65     87      -     95      0      0      0      0      0      -   2372      5      1      -      -      0      -      -      0      -      - 
    0     64     87      -     96      0      0      0      0      0      -   2327      3      1      -      -      0      -      -      0      -      - 
    0     66     85      -     96      0      0      0      0      0      -   2398      7      1      -      -      0      -      -      0      -      - 
    0     64     87      -     96      0      0      0      0      0      -   2359      4      1      -      -      0      -      -      0      -      - 
    0     63     87      -     96      0      0      0      0      0      -   2249      0      1      -      -      0      -      -      0      -      - 
    0     64     86      -     96      0      0      0      0      0      -   2294      1      1      -      -      0      -      -      0      -      - 
    0     63     86      -     96      0      0      0      0      0      -   2203      0      1      -      -      0      -      -      0      -      - 
    0     64     85      -     96      0      0      0      0      0      -   2229      4      1      -      -      0      -      -      0      -      - 
    0     63     84      -     96      0      0      0      0      0      -   2223      0      1      -      -      0      -      -      0      -      - 
    0     63     83      -     96      0      0      0      0      0      -   2372      1      1      -      -      0      -      -      0      -      - 
    0     63     82      -     95      0      0      0      0      0      -   2307      0      1      -      -      0      -      -      0      -      - 
    0     64     82      -     95      0      0      0      0      0      -   2353      0      1      -      -      0      -      -      0      -      - 
    0     63     87      -     96      0      0      0      0      0      -   2340      0      1      -      -      0      -      -      0      -      - 
    0     64     86      -     96      0      0      0      0      0      -   2301      4      1      -      -      0      -      -      0      -      - 
    0     63     85      -     96      0      0      0      0      0      -   2236      7      1      -      -      0      -      -      0      -      - 
    0     63     88      -     96      0      0      0      0      0      -   2327      4      1      -      -      0      -      -      0      -      - 
    0     63     86      -     96      0      0      0      0      0      -   2249      0      1      -      -      0      -      -      0      -      - 
    0     61     86      -     96      0      0      0      0      0      -   2197      0      1      -      -      0      -      -      0      -      - 
    0     60     85      -     96      0      0      0      0      0      -   2151      3      1      -      -      0      -      -      0      -      - 
    0     60     82      -     96      0      0      0      0      0      -   2086      8      1      -      -      0      -      -      0      -      - 
    0     61     83      -     96      0      0      0      0      0      -   2249      3      1      -      -      0      -      -      0      -      - 
    0     62     83      -     96      0      0      0      0      0      -   2281      1      1      -      -      0      -      -      0      -      - 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0     62     85      -     96      0      0      0      0      0      -   2353      4      1      -      -      0      -      -      0      -      - 
    0     62     84      -     96      0      0      0      0      0      -   2327      0      1      -      -      0      -      -      0      -      - 
    0     62     84      -     96      0      0      0      0      0      -   2346      0      1      -      -      0      -      -      0      -      - 
    0     63     87      -     96      0      0      0      0      0      -   2346      0      1      -      -      0      -      -      0      -      - 
    0     62     86      -     96      0      0      0      0      0      -   2294      3      1      -      -      0      -      -      0      -      - 
    0     64     86      -     96      0      0      0      0      0      -   2249      0      1      -      -      0      -      -      0      -      - 
    0     62     84      -     96      0      0      0      0      0      -   1807      0      1      -      -      0      -      -      0      -      - 
    0     61     86      -     96      0      0      0      0      0      -   2158      0      1      -      -      0      -      -      0      -      - 
    0     61     86      -     96      0      0      0      0      0      -   2216      7      1      -      -      0      -      -      0      -      - 
    0     62     86      -     96      0      0      0      0      0      -   2093      7      1      -      -      0      -      -      0      -      - 
    0     60     86      -     96      0      0      0      0      0      -   1950      5      1      -      -      0      -      -      0      -      - 
    0     60     83      -     96      0      0      0      0      0      -   2255      3      1      -      -      0      -      -      0      -      - 
    0     62     83      -     96      0      0      0      0      0      -   2281      0      1      -      -      0      -      -      0      -      - 
    0     63     85      -     95      0      0      0      0      0      -   2346      0      1      -      -      0      -      -      0      -      - 
    0     62     88      -     96      0      0      0      0      0      -   2333      0      1      -      -      0      -      -      0      -      - 
    0     63     87      -     96      0      0      0      0      0      -   2301      0      1      -      -      0      -      -      0      -      - 
    0     57     86      -     96      0      0      0      0      0      -   2106      4      1      -      -      0      -      -      0      -      - 
    0     60     87      -     96      0      0      0      0      0      -   2320      3      1      -      -      0      -      -      0      -      - 
    0     63     87      -     96      0      0      0      0      0      -   2366      6      1      -      -      0      -      -      0      -      - 
    0     29     78      -      0      0      0      0      0      0      -   2405      0      0      -      -      0      -      -      0      -      - 
    0     19     77      -      0      0      0      0      0      0      -   2405      0      0      -      -      0      -      -      0      -      - 
    0     13     75      -      0      0      0      0      0      0      -    214      0      0      -      -      0      -      -      0      -      - 
    0      7     74      -      0      0      0      0      0      0      -    208      0      0      -      -      0      -      -      0      -      - 
    0      7     74      -      0      0      0      0      0      0      -    208      0      0      -      -      0      -      -      0      -      - 
    0      6     73      -      0      0      0      0      0      0      -    214      2      0      -      -      0      -      -      0      -      - 
    0      6     73      -      0      0      0      0      0      0      -    214      4      0      -      -      0      -      -      0      -      - 
    0      6     72      -      0      0      0      0      0      0      -    214     95      0      -      -      0      -      -      0      -      - 
    0      6     72      -      0      0      0      0      0      0      -    208      7      0      -      -      0      -      -      0      -      - 
    0      6     71      -      0      0      0      0      0      0      -    208     92      0      -      -      0      -      -      0      -      - 
    0      6     71      -      0      0      0      0      0      0      -    208     10      0      -      -      0      -      -      0      -      - 
    0      6     70      -      0      0      0      0      0      0      -    214     43      0      -      -      0      -      -      0      -      - 
    0      6     70      -      1      0      0      0      0      0      -    208      0      0      -      -      0      -      -      0      -      - 
    0      6     69      -      0      0      0      0      0      0      -    208      0      0      -      -      0      -      -      0      -      - 
    0      6     69      -      0      0      0      0      0      0      -    208     15      0      -      -      0      -      -      0      -      - 
    0      6     69      -      0      0      0      0      0      0      -    208     84      0      -      -      0      -      -      0      -      - 
    0      6     68      -      0      0      0      0      0      0      -    208     17      0      -      -      0      -      -      0      -      - 
    0      6     68      -      0      0      0      0      0      0      -    208     82      0      -      -      0      -      -      0      -      - 
